num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_agent_steps_sampled_this_iter,num_agent_steps_trained_this_iter,num_agent_steps_sampled_throughput_per_sec,num_agent_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/policy_reward_min/shared_policy,env_runners/policy_reward_max/shared_policy,env_runners/policy_reward_mean/shared_policy,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,env_runners/hist_stats/policy_shared_policy_reward,env_runners/sampler_perf/mean_raw_obs_processing_ms,env_runners/sampler_perf/mean_inference_ms,env_runners/sampler_perf/mean_action_processing_ms,env_runners/sampler_perf/mean_env_wait_ms,env_runners/sampler_perf/mean_env_render_ms,env_runners/connector_metrics/ObsPreprocessorConnector_ms,env_runners/connector_metrics/StateBufferConnector_ms,env_runners/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/shared_policy/num_agent_steps_trained,info/learner/shared_policy/num_grad_updates_lifetime,info/learner/shared_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/grad_gnorm,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
0,0,0,4000,4000,1000,1000,4000,4000,85.59136992975996,85.59136992975996,4000,4000,4000,4000,4000,False,1,default,2025-12-09_13-34-45,1765254885,46.733683586120605,46.733683586120605,41352,DESKTOP-CAER24R,127.0.0.1,46.733683586120605,1,1000,1000,4000,4000,1527.6925659179688,1527.6925659179688,1527.6925659179688,1000.0,1000,0,1,1527.6925659179688,1527.6925659179688,1527.6925659179688,1,46733.684,0.0,46733.684,40360.248,6372.434,156.926,0.0,1000,1000,4000,4000,21.807462686567163,79.78656716417912,366.3135681152344,417.23126220703125,381.9231414794922,[1527.6925659179688],[1000],"[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344]",0.8848001668741415,1.5381818765645976,0.5481800475677887,37.31573044836938,0.0,0.15027523040771484,0.0,0.30982494354248047,125.0,480.5,479.5,0.0,0.9855769,0.20000000000000004,0.0003,2.7051431449751058,-0.012089825568061012,5.6615619391202925,0.012840668174127738,0.006108471193143335,11.476968747377395,0.01
0,0,0,8000,8000,2000,2000,4000,4000,51.62864315444148,51.62864315444148,8000,8000,8000,4000,8000,False,2,default,2025-12-09_13-36-03,1765254963,77.47737264633179,124.21105623245239,41352,DESKTOP-CAER24R,127.0.0.1,124.21105623245239,2,2000,2000,8000,8000,1527.6925659179688,926.6361236572266,1227.1643447875977,1000.0,2000,0,1,1527.6925659179688,926.6361236572266,1227.1643447875977,1,62105.028,0.0,62105.028,55773.511,6331.017,157.953,0.0,2000,2000,8000,8000,16.36697247706422,81.22752293577985,205.54751586914062,417.23126220703125,306.7910861968994,"[1527.6925659179688, 926.6361236572266]","[1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062]",0.9443113458997114,1.561062053440357,0.5525625071505179,44.943942151655705,0.0,0.07513761520385742,0.0,0.2549409866333008,125.0,1440.5,479.5,0.0,1.2109637,0.20000000000000004,0.0003,0.9994495490565896,-0.01065792567533208,2.247030733463665,0.0063287923112511635,0.006924383393053784,11.479276631275813,0.01
0,0,0,12000,12000,3000,3000,4000,4000,39.67248152719622,39.67248152719622,12000,12000,12000,4000,12000,False,3,default,2025-12-09_13-37-44,1765255064,100.8255558013916,225.036612033844,41352,DESKTOP-CAER24R,127.0.0.1,225.036612033844,3,3000,3000,12000,12000,2722.9951171875,926.6361236572266,1725.7746022542317,1000.0,3000,0,1,2722.9951171875,926.6361236572266,1725.7746022542317,1,75011.871,0.0,75011.871,68351.906,6659.631,150.158,0.0,3000,3000,12000,12000,13.57902097902098,82.26713286713286,205.54751586914062,741.031982421875,431.4436505635579,"[1527.6925659179688, 926.6361236572266, 2722.9951171875]","[1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875]",0.9411274450621065,1.5481008532520137,0.5421214518995839,51.73654637753119,0.0,0.08341471354166667,0.0,0.336917241414388,125.0,2400.5,479.5,0.0,3.8121538,0.20000000000000004,0.0003,1.564515774945418,-0.008600312327810873,3.373511602046589,0.010679322170714538,0.006364522919394253,11.491261542836826,0.01
0,0,0,16000,16000,4000,4000,4000,4000,50.579213016028255,50.579213016028255,16000,16000,16000,4000,16000,False,4,default,2025-12-09_13-39-03,1765255143,79.08387184143066,304.12048387527466,41352,DESKTOP-CAER24R,127.0.0.1,304.12048387527466,4,4000,4000,16000,16000,2722.9951171875,926.6361236572266,1886.6605415344238,1000.0,4000,0,1,2722.9951171875,926.6361236572266,1886.6605415344238,1,76029.871,0.0,76029.871,69513.361,6516.26,153.462,0.0,4000,4000,16000,16000,14.912499999999998,82.80267857142856,205.54751586914062,741.031982421875,471.66513538360596,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375]","[1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625]",0.9384593766355254,1.5446696516095089,0.5389317241733618,55.42024713699276,0.0,0.06256103515625,0.02498030662536621,0.37757158279418945,125.0,3360.5,479.5,0.0,5.970042,0.20000000000000004,0.0003,1.9116557326788703,-0.013206497107845886,4.075583554059267,0.0609918429205815,0.007668184033708297,11.44631780385971,0.01
0,0,0,20000,20000,5000,5000,4000,4000,150.3067151036818,150.3067151036818,20000,20000,20000,4000,20000,False,5,default,2025-12-09_13-39-29,1765255169,26.61324906349182,330.7337329387665,41352,DESKTOP-CAER24R,127.0.0.1,330.7337329387665,5,5000,5000,20000,20000,2722.9951171875,875.1960144042969,1684.3676361083985,1000.0,5000,0,1,2722.9951171875,875.1960144042969,1684.3676361083985,1,66146.347,0.0,66146.347,59342.816,6803.331,146.987,0.0,5000,5000,20000,20000,42.24864864864864,82.92432432432435,205.54751586914062,741.031982421875,421.09190902709963,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969]","[1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438]",0.9420672750298233,1.5535451986377427,0.5417838904456721,55.57640581802745,0.0,0.07001876831054688,0.01998424530029297,0.48202037811279297,125.0,4320.5,479.5,0.0,3.5462477,0.20000000000000004,0.0003,1.533699288840095,-0.006744461909208136,3.310813097283244,0.04493275924275319,0.006208237807402384,11.620445249478022,0.01
0,0,0,24000,24000,6000,6000,4000,4000,72.0095780905535,72.0095780905535,24000,24000,24000,4000,24000,False,6,default,2025-12-09_13-40-25,1765255225,55.54917240142822,386.2829053401947,41352,DESKTOP-CAER24R,127.0.0.1,386.2829053401947,6,6000,6000,24000,24000,2722.9951171875,875.1960144042969,1633.0364354451497,1000.0,6000,0,1,2722.9951171875,875.1960144042969,1633.0364354451497,1,64379.983,0.0,64379.983,57464.836,6914.981,144.614,0.0,6000,6000,24000,24000,22.202531645569618,83.44303797468356,205.54751586914062,741.031982421875,408.2591088612874,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969, 1376.3804321289062]","[1000, 1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438, 344.7572021484375, 390.8511657714844, 299.43475341796875, 341.3373107910156]",0.9433284477578919,1.5591195152978072,0.5443693180494868,55.368918022218004,0.0,0.0583489735921224,0.01665353775024414,0.4851698875427246,125.0,5280.5,479.5,0.0,3.8796127,0.20000000000000004,0.0003,2.33045877267917,-0.011196111249591922,4.906662929058075,0.048507052659988406,0.007063773079903513,11.308934785922368,0.01
0,0,0,28000,28000,7000,7000,4000,4000,77.0635803512733,77.0635803512733,28000,28000,28000,4000,28000,False,7,default,2025-12-09_13-41-17,1765255277,51.905192852020264,438.18809819221497,41352,DESKTOP-CAER24R,127.0.0.1,438.18809819221497,7,7000,7000,28000,28000,2722.9951171875,756.6918029785156,1507.8443450927734,1000.0,7000,0,1,2722.9951171875,756.6918029785156,1507.8443450927734,1,62597.871,0.0,62597.871,55679.008,6918.577,144.538,0.0,7000,7000,28000,28000,22.01095890410959,82.93835616438355,185.4763946533203,741.031982421875,376.96108627319336,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969, 1376.3804321289062, 756.6918029785156]","[1000, 1000, 1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438, 344.7572021484375, 390.8511657714844, 299.43475341796875, 341.3373107910156, 191.67135620117188, 189.45396423339844, 190.090087890625, 185.4763946533203]",0.9484661519933351,1.5632924901142666,0.5464799205880506,54.96099630026233,0.0,0.05001340593610491,0.014274460928780692,0.4444394792829241,125.0,6240.5,479.5,0.0,5.1405406,0.20000000000000004,0.0003,1.2114377540225785,-0.012519870768301189,2.6708114301164945,-0.06551727217932542,0.012401393908311322,11.392837159832318,0.01
0,0,0,32000,32000,8000,8000,4000,4000,12.521124909560069,12.521124909560069,32000,32000,32000,4000,32000,False,8,default,2025-12-09_13-46-36,1765255596,319.4601147174835,757.6482129096985,41352,DESKTOP-CAER24R,127.0.0.1,757.6482129096985,8,8000,8000,32000,32000,4134.94732773304,756.6918029785156,1836.2322179228067,1000.0,8000,0,1,4134.94732773304,756.6918029785156,1836.2322179228067,1,94705.651,0.0,94705.651,87817.849,6887.552,145.189,0.0,8000,8000,32000,32000,7.331485587583148,82.93281596452329,185.4763946533203,1080.1900339126587,459.0580544807017,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969, 1376.3804321289062, 756.6918029785156, 4134.94732773304]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438, 344.7572021484375, 390.8511657714844, 299.43475341796875, 341.3373107910156, 191.67135620117188, 189.45396423339844, 190.090087890625, 185.4763946533203, 1080.1900339126587, 964.2196809053421, 1030.463623046875, 1060.073989868164]",0.9461631928706329,1.5580184233707124,0.5440339457748038,58.69071475548638,0.0,0.0437617301940918,0.012490153312683105,0.4453033208847046,125.0,7200.5,479.5,0.0,0.7439148,0.20000000000000004,0.0003,4.871780815223853,-0.01520358381482462,10.0,-0.02066288279990355,0.008042290687726942,11.462405891219776,0.01
0,0,0,36000,36000,9000,9000,4000,4000,44.13775906261267,44.13775906261267,36000,36000,36000,4000,36000,False,9,default,2025-12-09_13-48-07,1765255687,90.62634563446045,848.2745585441589,41352,DESKTOP-CAER24R,127.0.0.1,848.2745585441589,9,9000,9000,36000,36000,4134.94732773304,756.6918029785156,1909.634936981731,1000.0,9000,0,1,4134.94732773304,756.6918029785156,1909.634936981731,1,94252.285,0.0,94252.285,87255.901,6996.161,142.936,0.0,9000,9000,36000,36000,15.703125,83.12421875000001,185.4763946533203,1080.1900339126587,477.40873424543275,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969, 1376.3804321289062, 756.6918029785156, 4134.94732773304, 2496.856689453125]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438, 344.7572021484375, 390.8511657714844, 299.43475341796875, 341.3373107910156, 191.67135620117188, 189.45396423339844, 190.090087890625, 185.4763946533203, 1080.1900339126587, 964.2196809053421, 1030.463623046875, 1060.073989868164, 640.8929443359375, 589.1368408203125, 681.9733276367188, 584.8535766601562]",0.9445494135715021,1.5531645692413558,0.5424057671189674,61.52959063898886,0.0,0.0388993157280816,0.022220611572265625,0.4792028003268772,125.0,8160.5,479.5,0.0,6.360406,0.20000000000000004,0.0003,1.23945237689962,-0.010017831134124815,2.7265150395532447,0.0052645740409692126,0.007976476502381048,11.53826015094916,0.01
0,0,0,40000,40000,10000,10000,4000,4000,221.06284493189878,221.06284493189878,40000,40000,40000,4000,40000,False,10,default,2025-12-09_13-48-25,1765255705,18.094402074813843,866.3689606189728,41352,DESKTOP-CAER24R,127.0.0.1,866.3689606189728,10,10000,10000,40000,40000,4134.94732773304,756.6918029785156,1927.6816178321837,1000.0,10000,0,1,4134.94732773304,756.6918029785156,1927.6816178321837,1,86636.496,0.0,86636.496,79540.309,7095.886,140.927,0.0,10000,10000,40000,40000,59.407692307692294,83.62692307692306,185.4763946533203,1080.1900339126587,481.92040445804594,"[1527.6925659179688, 926.6361236572266, 2722.9951171875, 2369.318359375, 875.1960144042969, 1376.3804321289062, 756.6918029785156, 4134.94732773304, 2496.856689453125, 2090.1017454862595]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]","[417.23126220703125, 368.75604248046875, 366.3135681152344, 375.3916931152344, 208.79702758789062, 258.1885681152344, 254.10301208496094, 205.54751586914062, 649.184326171875, 681.2813720703125, 651.4974365234375, 741.031982421875, 574.7490234375, 584.4935302734375, 581.2298583984375, 628.845947265625, 218.95761108398438, 216.78851318359375, 221.66513061523438, 217.78475952148438, 344.7572021484375, 390.8511657714844, 299.43475341796875, 341.3373107910156, 191.67135620117188, 189.45396423339844, 190.090087890625, 185.4763946533203, 1080.1900339126587, 964.2196809053421, 1030.463623046875, 1060.073989868164, 640.8929443359375, 589.1368408203125, 681.9733276367188, 584.8535766601562, 510.38525390625, 510.41192626953125, 506.60992431640625, 562.694640994072]",0.944396613121477,1.5518144418538526,0.5420608676194397,63.02456812020347,0.0,0.03500938415527344,0.019998550415039062,0.4966115951538086,125.0,9120.5,479.5,0.0,7.7763433,0.20000000000000004,0.0003,0.14828350320349273,-0.009559472264178718,0.5451048921667583,0.03294437856723865,0.008323301426397244,11.637413310011228,0.01
