num_healthy_workers,num_in_flight_async_sample_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_agent_steps_sampled_this_iter,num_agent_steps_trained_this_iter,num_agent_steps_sampled_throughput_per_sec,num_agent_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/assault_policy/num_agent_steps_trained,info/learner/assault_policy/num_grad_updates_lifetime,info/learner/assault_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/support_policy/num_agent_steps_trained,info/learner/support_policy/num_grad_updates_lifetime,info/learner/support_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/defend_policy/num_agent_steps_trained,info/learner/defend_policy/num_grad_updates_lifetime,info/learner/defend_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/assault_policy/learner_stats/allreduce_latency,info/learner/assault_policy/learner_stats/grad_gnorm,info/learner/assault_policy/learner_stats/cur_kl_coeff,info/learner/assault_policy/learner_stats/cur_lr,info/learner/assault_policy/learner_stats/total_loss,info/learner/assault_policy/learner_stats/policy_loss,info/learner/assault_policy/learner_stats/vf_loss,info/learner/assault_policy/learner_stats/vf_explained_var,info/learner/assault_policy/learner_stats/kl,info/learner/assault_policy/learner_stats/entropy,info/learner/assault_policy/learner_stats/entropy_coeff,info/learner/support_policy/learner_stats/allreduce_latency,info/learner/support_policy/learner_stats/grad_gnorm,info/learner/support_policy/learner_stats/cur_kl_coeff,info/learner/support_policy/learner_stats/cur_lr,info/learner/support_policy/learner_stats/total_loss,info/learner/support_policy/learner_stats/policy_loss,info/learner/support_policy/learner_stats/vf_loss,info/learner/support_policy/learner_stats/vf_explained_var,info/learner/support_policy/learner_stats/kl,info/learner/support_policy/learner_stats/entropy,info/learner/support_policy/learner_stats/entropy_coeff,info/learner/defend_policy/learner_stats/allreduce_latency,info/learner/defend_policy/learner_stats/grad_gnorm,info/learner/defend_policy/learner_stats/cur_kl_coeff,info/learner/defend_policy/learner_stats/cur_lr,info/learner/defend_policy/learner_stats/total_loss,info/learner/defend_policy/learner_stats/policy_loss,info/learner/defend_policy/learner_stats/vf_loss,info/learner/defend_policy/learner_stats/vf_explained_var,info/learner/defend_policy/learner_stats/kl,info/learner/defend_policy/learner_stats/entropy,info/learner/defend_policy/learner_stats/entropy_coeff
0,0,0,201000,201000,5025,5025,8040,8040,78.15182839825671,78.15182839825671,201000,201000,201000,8040,201000,False,25,default,2026-03-07_12-45-38,1772887538,102.8768379688263,102.8768379688263,7,8cd1c5d21cf9,172.18.0.2,102.8768379688263,1,5025,5025,201000,201000,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,102876.683,0.013,102876.611,101873.334,997.36,201.532,0.004,5025,5025,201000,201000,3.7449999999999997,6.094285714285714,[],[],459.42857142857144,21.5,20.5,482.4,15.5,14.5,482.4,15.5,14.5,0.0,0.5,1.5187500000000003,0.0003,0.7385522836730594,-0.02079116018666398,1.4846880861691065,0.95015078215372,0.009498722191589573,-0.25732165291195824,0.01,0.0,0.5,1.5187499999999996,0.0003,0.8130378802617391,-0.02377467794964711,1.6328728079795838,0.9017346362272899,0.011533151314749072,-0.286016646027565,0.010000000000000002,0.0,0.5,1.0125,0.0003,0.8546235601107279,-0.02664665337651968,1.7284179329872131,0.9157121837139129,0.013660365498314302,-0.3230121463537216,0.010000000000000002
0,0,0,209040,209040,5226,5226,8040,8040,78.51462899915725,78.51462899915725,209040,209040,209040,8040,209040,False,26,default,2026-03-07_12-47-21,1772887641,102.40157175064087,205.27840971946716,7,8cd1c5d21cf9,172.18.0.2,205.27840971946716,2,5226,5226,209040,209040,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,102638.997,0.015,102638.929,101648.809,983.537,204.364,0.006,5226,5226,209040,209040,3.8789855072463766,6.2681159420289845,[],[],459.42857142857144,63.5,20.5,482.4,45.5,14.5,482.4,45.5,14.5,0.0,0.5,1.5187500000000003,0.0002597999999999999,0.40819607036454336,-0.02082696104133945,0.8271846146810622,0.9473402344045185,0.009041376025942597,-0.2555096795161565,0.00665,0.0,0.5,1.5187499999999996,0.0002598,0.4565619468688965,-0.02997632819848756,0.9294862866401672,0.9316920896371206,0.013098139393817595,-0.2860666791598002,0.006649999999999998,0.0,0.5,1.0125,0.0002598,0.5588598599036535,-0.031756448388720555,1.1503245532512665,0.9328943530718485,0.013124110041583965,-0.32569596568743386,0.006649999999999998
0,0,0,217080,217080,5427,5427,8040,8040,76.56753570989864,76.56753570989864,217080,217080,217080,8040,217080,False,27,default,2026-03-07_12-49-06,1772887746,105.00577187538147,310.28418159484863,7,8cd1c5d21cf9,172.18.0.2,310.28418159484863,3,5427,5427,217080,217080,5318.14263020924,5318.14263020924,5318.14263020924,500.0,500,0,1,5318.14263020924,5318.14263020924,5318.14263020924,1,103427.781,0.015,103427.717,102420.498,1000.976,200.804,0.005,5427,5427,217080,217080,3.8035971223021585,6.299999999999999,[5318.14263020924],[500],459.42857142857144,105.5,20.5,482.4,75.5,14.5,482.4,75.5,14.5,0.0,0.5,1.5187500000000003,0.000258192,0.6266076926674161,-0.026655536599545962,1.2763193164552962,0.9467736354896,0.008853143263487644,-0.25442880888779956,0.006516000000000001,0.0,0.5,1.5187499999999996,0.00025819199999999997,0.671490028500557,-0.027119993418455123,1.3579564531644186,0.9049657046794891,0.011687286968905634,-0.28878857294718424,0.006515999999999998,0.0,0.5,1.0125,0.00025819199999999997,0.8009367724259694,-0.023326240146222213,1.617746146519979,0.8693656365076701,0.013089266887982376,-0.32796918650468193,0.006515999999999998
0,0,0,225120,225120,5628,5628,8040,8040,78.73165835985616,78.73165835985616,225120,225120,225120,8040,225120,False,28,default,2026-03-07_12-50-49,1772887849,102.11949396133423,412.40367555618286,7,8cd1c5d21cf9,172.18.0.2,412.40367555618286,4,5628,5628,225120,225120,5318.14263020924,5318.14263020924,5318.14263020924,500.0,500,0,0,5318.14263020924,5318.14263020924,5318.14263020924,0,103100.597,0.021,103100.521,102066.757,1027.227,195.672,0.005,5628,5628,225120,225120,3.8811594202898543,6.301449275362319,[5318.14263020924],[500],459.42857142857144,147.5,20.5,482.4,105.5,14.5,482.4,105.5,14.5,0.0,0.5,1.5187500000000003,0.000256584,0.4700007232881728,-0.007816539783518584,0.9352457154364813,0.9476425576777685,0.005638984670873643,-0.25543783605098724,0.0063820000000000005,0.0,0.5,1.5187499999999996,0.0002565839999999999,0.5533288071552912,-0.026343026664108038,1.1208138167858124,0.9442082186539967,0.01147935406382506,-0.28684707383314767,0.0063820000000000005,0.0,0.5,1.0125,0.0002565839999999999,0.8706055064996083,-0.02928857527052363,1.768385644753774,0.9107910096645355,0.013395744444521067,-0.3350147863229116,0.0063820000000000005
0,0,0,233160,233160,5829,5829,8040,8040,78.21581877037377,78.21581877037377,233160,233160,233160,8040,233160,False,29,default,2026-03-07_12-52-32,1772887952,102.79297184944153,515.1966474056244,7,8cd1c5d21cf9,172.18.0.2,515.1966474056244,5,5829,5829,233160,233160,6070.746748863846,5318.14263020924,5694.444689536544,500.0,1000,0,1,6070.746748863846,5318.14263020924,5694.444689536544,1,103038.981,0.02,103038.907,102007.283,1024.928,196.111,0.005,5829,5829,233160,233160,3.9086330935251796,6.301438848920863,"[5318.14263020924, 6070.746748863846]","[500, 500]",459.42857142857144,189.5,20.5,482.4,135.5,14.5,482.4,135.5,14.5,0.0,0.5,1.5187500000000003,0.000254976,0.521068220337232,-0.010405806480862555,1.0365697145462036,0.8228241091682797,0.007624266835764935,-0.2576536912293661,0.006247999999999999,0.0,0.5,1.5187499999999996,0.0002549759999999999,0.6608097950617472,-0.02214879437039296,1.3318356315294901,0.8942300061384837,0.010049586797322263,-0.284565798441569,0.006248000000000001,0.0,0.5,1.0125,0.0002549759999999999,0.9495143512884776,-0.029315313464030622,1.9280844012896219,0.8478170235951742,0.012516102390751864,-0.33849964241186775,0.006248000000000001
0,0,0,241200,241200,6030,6030,8040,8040,78.64415223982843,78.64415223982843,241200,241200,241200,8040,241200,False,30,default,2026-03-07_12-54-14,1772888054,102.23309087753296,617.4297382831573,7,8cd1c5d21cf9,172.18.0.2,617.4297382831573,6,6030,6030,241200,241200,6070.746748863846,5318.14263020924,5694.444689536544,500.0,1000,0,0,6070.746748863846,5318.14263020924,5694.444689536544,0,102904.594,0.018,102904.523,101867.868,1029.701,195.202,0.006,6030,6030,241200,241200,3.6231884057971016,6.301449275362319,"[5318.14263020924, 6070.746748863846]","[500, 500]",459.42857142857144,231.5,20.5,482.4,165.5,14.5,482.4,165.5,14.5,0.0,0.5,1.5187500000000003,0.000253368,0.6560890383663631,-0.026229967931396373,1.336706172852289,0.9541375679629189,0.008148926404655435,-0.26001521448294324,0.0061140000000000005,0.0,0.5,1.5187499999999996,0.00025336800000000007,0.8436978141466777,-0.029940084538732967,1.7105796456336975,0.9330588579177856,0.010962197929378211,-0.27792724867661794,0.0061140000000000005,0.0,0.5,1.0125,0.00025336800000000007,0.9000058154265086,-0.026815436423445742,1.8242620706558228,0.91931827267011,0.01249371639811822,-0.3337131599585215,0.0061140000000000005
0,0,0,249240,249240,6231,6231,8040,8040,78.85398748476803,78.85398748476803,249240,249240,249240,8040,249240,False,31,default,2026-03-07_12-55-56,1772888156,101.96109557151794,719.3908338546753,7,8cd1c5d21cf9,172.18.0.2,719.3908338546753,7,6231,6231,249240,249240,6070.746748863846,5318.14263020924,5694.444689536544,500.0,1000,0,0,6070.746748863846,5318.14263020924,5694.444689536544,0,102769.739,0.018,102769.671,101745.126,1017.859,197.473,0.006,6231,6231,249240,249240,3.8449275362318844,6.301449275362319,"[5318.14263020924, 6070.746748863846]","[500, 500]",459.42857142857144,273.5,20.5,482.4,195.5,14.5,482.4,195.5,14.5,0.0,0.5,1.5187500000000003,0.00025175999999999996,0.33126457319373176,-0.023213535525082124,0.6815551505202339,0.9525538541021801,0.007989398663648032,-0.26198014333134606,0.00598,0.0,0.5,1.5187499999999996,0.00025176,0.3434435094396273,-0.024020820887138448,0.6946940362453461,0.9459548771381379,0.012155088165066748,-0.2770527541637421,0.005980000000000003,0.0,0.5,1.0125,0.00025176,0.5435797154903412,-0.03007223972429832,1.1169892251491547,0.9318320691585541,0.013032158525311388,-0.3281402051448822,0.005980000000000003
0,0,0,257280,257280,6432,6432,8040,8040,76.60789752899521,76.60789752899521,257280,257280,257280,8040,257280,False,32,default,2026-03-07_12-57-42,1772888262,104.95052647590637,824.3413603305817,7,8cd1c5d21cf9,172.18.0.2,824.3413603305817,8,6432,6432,257280,257280,6070.746748863846,5226.082159210139,5538.3238460944085,500.0,1500,0,1,6070.746748863846,5226.082159210139,5538.3238460944085,1,103042.275,0.018,103042.208,102008.678,1026.855,195.743,0.006,6432,6432,257280,257280,3.66978417266187,6.30071942446043,"[5318.14263020924, 6070.746748863846, 5226.082159210139]","[500, 500, 500]",459.42857142857144,315.5,20.5,482.4,225.5,14.5,482.4,225.5,14.5,0.0,0.5,1.5187500000000003,0.000250152,0.8101024258704412,-0.014414614487794183,1.6208225658961706,0.8542889299846831,0.008282613362271582,-0.26112357562496546,0.005846,0.0,0.5,1.5187499999999996,0.000250152,0.7239781181017558,-0.020523794926702976,1.4539615154266357,0.8705269038677216,0.010497705402243204,-0.2698932329813639,0.005845999999999999,0.0,0.5,1.0125,0.000250152,0.8935273806254069,-0.019828990070770183,1.8015798211097718,0.817452206214269,0.010553186521913933,-0.3218182454506556,0.005845999999999999
0,0,0,265320,265320,6633,6633,8040,8040,78.46643806208748,78.46643806208748,265320,265320,265320,8040,265320,False,33,default,2026-03-07_12-59-24,1772888364,102.46466183662415,926.8060221672058,7,8cd1c5d21cf9,172.18.0.2,926.8060221672058,9,6633,6633,265320,265320,6070.746748863846,5226.082159210139,5538.3238460944085,500.0,1500,0,0,6070.746748863846,5226.082159210139,5538.3238460944085,0,102978.044,0.017,102977.978,101912.494,1058.775,189.842,0.006,6633,6633,265320,265320,3.8579710144927533,6.300724637681157,"[5318.14263020924, 6070.746748863846, 5226.082159210139]","[500, 500, 500]",459.42857142857144,357.5,20.5,482.4,255.5,14.5,482.4,255.5,14.5,0.0,0.5,1.5187500000000003,0.000248544,0.47446848168259576,-0.017458386490553885,0.9579468057269142,0.9474320042700994,0.007567543260891051,-0.25564717182091307,0.005712,0.0,0.5,1.5187499999999996,0.00024854399999999996,0.6066744754711787,-0.022035315617298087,1.2215693155924479,0.9509365538756053,0.010825843874772544,-0.25969453851381935,0.005711999999999998,0.0,0.5,1.0125,0.00024854399999999996,0.8045159359773,-0.025906012657408915,1.6349054058392842,0.9322102804978688,0.01106281766842585,-0.3095458517471949,0.005711999999999998
0,0,0,273360,273360,6834,6834,8040,8040,78.11852877954935,78.11852877954935,273360,273360,273360,8040,273360,False,34,default,2026-03-07_13-01-07,1772888467,102.92104625701904,1029.7270684242249,7,8cd1c5d21cf9,172.18.0.2,1029.7270684242249,10,6834,6834,273360,273360,7255.385828160863,5226.082159210139,5967.589341611022,500.0,2000,0,1,7255.385828160863,5226.082159210139,5967.589341611022,1,102972.293,0.016,102972.228,101913.39,1052.114,191.044,0.006,6834,6834,273360,273360,3.79568345323741,6.301438848920863,"[5318.14263020924, 6070.746748863846, 5226.082159210139, 7255.385828160863]","[500, 500, 500, 500]",459.42857142857144,399.5,20.5,482.4,285.5,14.5,482.4,285.5,14.5,0.0,0.5,1.5187500000000003,0.000246936,0.7657748560110728,-0.010185038465784774,1.525192453747704,0.8195164004961649,0.007882634618172665,-0.2495348524479639,0.0055780000000000005,0.0,0.5,1.5187499999999996,0.00024693599999999995,0.7318635523319245,-0.021705114717284837,1.4777343630790711,0.8706391751766205,0.008725773410575736,-0.2598106662432353,0.0055780000000000005,0.0,0.5,1.0125,0.00024693599999999995,0.9803936958312989,-0.02395223706650237,1.982722552617391,0.870029071966807,0.011153280424817542,-0.3033285846312841,0.0055780000000000005
